Rok dodania,Ticker,Ticker (Google),Kod ISIN,Kraj lub region inwestycji,Temat inwestycji,Pełna nazwa,Zarządzany przez,Typ,Rok powstania,Rezydentura (domicile),Replikacja,mBank,XTB,DM BOŚ,Opłata roczna,"Aktywa
(mln EUR)",Liczba instrumentów,Waluta funduszu (dywidend),Zabezpieczenie walutowe,Częstotliwość dywidend,DY 2019,DY 2020,DY 2021,DY 2022,DY 2023,DY 2024,Kurs,Waluta,MIN 1R,MAX 1R,NOW/MAX,MIN/MAX
2025,SRWG,LON:SRWG,IE00BK72HN04,Rynki Rozwinięte,Akcje - SRI,UBS MSCI WORLD SOCIALLY RESPONSIBLE UCITS ETF HGBP DIS,UBS,Distributing,2020,Irlandia,Fizyczna,nie,tak,nie,"0,22%",2,366,GBP,tak,Co 6M,,,"1,4%","1,2%","1,5%","1,4%","1 831,60",GBX,1345,1848,"99,1%","72,8%"
2025,RULIFE,LON:RULIFE,IE00BLRPRR04,Rynki Rozwinięte,Akcje - SRI,ARK INVEST RIZE ENVIRONMENTAL IMPACT 100,ARK Invest International,Accumulating,2021,Irlandia,Fizyczna,tak,nie,nie,"0,55%",97,99,USD,,,,,,,,,,,,,,
2025,WPAB,FRA:WPAB,IE00BMXC7W70,Rynki Rozwinięte,Akcje - SRI,ISHARES MSCI WORLD PARIS-ALIGNED CLIMATE UCITS ETF USD (ACC),iShares,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,20%",317,501,USD,,,,,,,,,,,,,,
2025,WPAB,AMS:WPAB,IE00BMXC7W70,Rynki Rozwinięte,Akcje - SRI,ISHARES MSCI WORLD PARIS-ALIGNED CLIMATE UCITS ETF USD (ACC),iShares,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,20%",317,501,USD,,,,,,,,,"7,83",USD,"5,54","7,84","99,9%","70,7%"
2023,XZWE,FRA:XZWE,IE00BMY76136,Rynki Rozwinięte,Akcje - SRI,XTRACKERS MSCI WORLD ESG UCITS ETF 2C EUR HEDGED,Xtrackers,Accumulating,2020,Irlandia,Fizyczna,tak,tak,nie,"0,25%",626,644,EUR,tak,,,,,,,,,,,,,
2025,SGWS,LON:SGWS,IE00BMZ17T93,Rynki Rozwinięte,Akcje - SRI,ISHARES MSCI WORLD SRI UCITS ETF GBP HEDGED (DIST),iShares,Distributing,2020,Irlandia,Fizyczna,nie,tak,nie,"0,23%",96,366,GBP,tak,Co 3M,,,"1,6%","1,3%","1,9%","1,6%","8,27",GBP,"6,09","8,27","100,0%","73,6%"
2023,UEEA,FRA:UEEA,IE00BMZ17W23,Rynki Rozwinięte,Akcje - SRI,ISHARES MSCI WORLD SRI UCITS ETF EUR HEDGED (DIST),iShares,Distributing,2020,Irlandia,Fizyczna,tak,nie,nie,"0,23%",454,366,EUR,tak,Co 3M,,,"1,5%","1,4%","1,8%","1,5%",,,,,,
2025,SPF8,FRA:SPF8,IE00BYTH5370,Rynki Rozwinięte,Akcje - SRI,SPDR MSCI ACWI CLIMATE PARIS ALIGNED UCITS ETF ACC,SPDR,Accumulating,2022,Irlandia,Fizyczna,tak,nie,nie,"0,20%",5,696,USD,,,,,,,,,,,,,,
2020,SUSW,LON:SUSW,IE00BYX2JD69,Rynki Rozwinięte,Akcje - SRI,ISHARES MSCI WORLD SRI UCITS ETF EUR ,iShares,Accumulating,2017,Irlandia,Fizyczna,nie,tak,tak,"0,20%",6 686,366,EUR,,,,,,,,,"12,37",EUR,"9,46",13,"95,2%","72,8%"
2020,2B7K,FRA:2B7K,IE00BYX2JD69,Rynki Rozwinięte,Akcje - SRI,ISHARES MSCI WORLD SRI UCITS ETF EUR ,iShares,Accumulating,2017,Irlandia,Fizyczna,tak,tak,nie,"0,20%",6 686,366,EUR,,,,,,,,,,,,,,
2021,XZW0,FRA:XZW0,IE00BZ02LR44,Rynki Rozwinięte,Akcje - SRI,XTRACKERS MSCI WORLD ESG UCITS ETF,Xtrackers,Accumulating,2018,Irlandia,Fizyczna,tak,tak,tak,"0,20%",5 804,644,USD,,,,,,,,,,,,,,
2025,UC44,LON:UC44,LU0629459743,Rynki Rozwinięte,Akcje - SRI,UBS MSCI WORLD SOCIALLY RESPONSIBLE UCITS ETF USD DIS,UBS,Distributing,2011,Luksemburg,Fizyczna,nie,tak,nie,"0,22%",3 937,367,USD,,Co 6M,,,"1,3%","1,1%","1,4%","1,3%","14 044,00",GBX,"10670,71",14335,"98,0%","74,4%"
2025,ESAP,FRA:ESAP,LU1615092217,Rynki Rozwinięte,Akcje - SRI,BNP PARIBAS EASY MSCI WORLD SRI S-SERIES PAB 5% CAPPED UCITS ETF EUR ACC,BNP Paribas,Accumulating,2016,Luksemburg,Fizyczna,nie,tak,nie,"0,26%",935,301,EUR,,,,,,,,,,,,,,
2025,EMWE,EPA:EMWE,LU1615092217,Rynki Rozwinięte,Akcje - SRI,BNP PARIBAS EASY MSCI WORLD SRI S-SERIES PAB 5% CAPPED UCITS ETF EUR ACC,BNP Paribas,Accumulating,2016,Luksemburg,Fizyczna,nie,tak,nie,"0,26%",935,301,EUR,,,,,,,,,"21,21",EUR,"17,52","22,1","96,0%","79,3%"
2025,IS3T,FRA:IS3T,IE00BP3QZD73,Rynki Rozwinięte,Akcje - średnie spółki,ISHARES MSCI WORLD MID-CAP EQUAL WEIGHT UCITS ETF USD (ACC),iShares,Accumulating,2014,Irlandia,Fizyczna,nie,tak,nie,"0,30%",286,764,USD,,,,,,,,,,,,,,
2025,CEBH,FRA:CEBH,IE0003A512E4,Rynki Rozwinięte,Akcje - technologia,ARK ARTIFICIAL INTELLIGENCE & ROBOTICS UCITS ETF USD ACCUMULATING,ARK Invest International,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,75%",212,41,USD,,,,,,,,,,,,,,
2025,AAKI,FRA:AAKI,IE0003A512E4,Rynki Rozwinięte,Akcje - technologia,ARK ARTIFICIAL INTELLIGENCE & ROBOTICS UCITS ETF USD ACCUMULATING,ARK Invest International,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,75%",212,41,USD,,,,,,,,,,,,,,
2025,IVCS,FRA:IVCS,IE00072RHT03,Rynki Rozwinięte,Akcje - technologia,INVESCO CYBERSECURITY UCITS ETF ACC,Invesco,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,35%",3,38,USD,,,,,,,,,,,,,,
2025,QNTM,LON:QNTM,IE0007Y8Y157,Rynki Rozwinięte,Akcje - technologia,VANECK QUANTUM COMPUTING UCITS ETF,VanEck,Accumulating,2025,Irlandia,Fizyczna,tak,nie,tak,"0,55%",134,30,USD,,,,,,,,,"26,27",USD,"19,95","29,84","88,0%","66,9%"
2025,QUTM,FRA:QUTM,IE0007Y8Y157,Rynki Rozwinięte,Akcje - technologia,VANECK QUANTUM COMPUTING UCITS ETF,VanEck,Accumulating,2025,Irlandia,Fizyczna,nie,tak,nie,"0,55%",134,30,USD,,,,,,,,,,,,,,
2024,WELU,FRA:WELU,IE000E7EI9P0,Rynki Rozwinięte,Akcje - technologia,AMUNDI S&P GLOBAL INFORMATION TECHNOLOGY ESG UCITS ETF DR EUR (A),Amundi,Accumulating,2022,Irlandia,Fizyczna,nie,tak,tak,"0,18%",359,118,EUR,,,,,,,,,,,,,,
2025,ARKK,LON:ARKK,IE000GA3D489,Rynki Rozwinięte,Akcje - technologia,ARK INNOVATION UCITS ETF - USD ACCUMULATING ETF,ARK Invest International,Accumulating,2024,Irlandia,Fizyczna,tak,nie,nie,"0,75%",237,40,USD,,,,,,,,,"8,47",USD,"3,94","9,54","88,8%","41,3%"
2025,ARCK,LON:ARCK,IE000GA3D489,Rynki Rozwinięte,Akcje - technologia,ARK INNOVATION UCITS ETF - USD ACCUMULATING ETF,ARK Invest International,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,75%",237,40,USD,,,,,,,,,"627,10",GBX,"296,07","715,9","87,6%","41,4%"
2025,ARXK,FRA:ARXK,IE000GA3D489,Rynki Rozwinięte,Akcje - technologia,ARK INNOVATION UCITS ETF - USD ACCUMULATING ETF,ARK Invest International,Accumulating,2024,Irlandia,Fizyczna,nie,nie,tak,"0,75%",237,40,USD,,,,,,,,,,,,,,
2025,FLRA,FRA:FLRA,IE000IM4K4K2,Rynki Rozwinięte,Akcje - technologia,"FRANKLIN AI, METAVERSE AND BLOCKCHAIN UCITS ETF",Franklin,Accumulating,2022,Irlandia,Fizyczna,nie,nie,tak,"0,30%",13,75,USD,,,,,,,,,,,,,,
2025,IVAI,FRA:IVAI,IE000LGWDNE5,Rynki Rozwinięte,Akcje - technologia,INVESCO ARTIFICIAL INTELLIGENCE ENABLERS UCITS ETF ACC,Invesco,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,35%",12,39,USD,,,,,,,,,,,,,,
2025,WDTE,FRA:WDTE,IE000Q0IU5T1,Rynki Rozwinięte,Akcje - technologia,INVESCO S&P WORLD INFORMATION TECHNOLOGY ESG UCITS ETF ACC,Invesco,Accumulating,2023,Irlandia,Fizyczna,nie,tak,nie,"0,18%",26,80,USD,,,,,,,,,,,,,,
2024,AYEW,FRA:AYEW,IE00BJ5JNY98,Rynki Rozwinięte,Akcje - technologia,ISHARES MSCI WORLD INFORMATION TECHNOLOGY SECTOR ESG UCITS ETF,iShares,Distributing,2019,Irlandia,Fizyczna,nie,tak,tak,"0,18%",939,137,USD,,Co 6M,,"0,9%","0,6%","0,6%","0,7%","0,5%",,,,,,
2023,BOTZ,LON:BOTZ,IE00BLCHJB90,Rynki Rozwinięte,Akcje - technologia,GLOBAL X ROBOTICS AND AI UCITS (ACC USD),Global X,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,50%",79,43,USD,,,,,,,,,"24,87",USD,"15,3","25,3","98,3%","60,5%"
2024,XB0T,FRA:XB0T,IE00BLCHJB90,Rynki Rozwinięte,Akcje - technologia,GLOBAL X ROBOTICS AND AI UCITS (ACC USD),Global X,Accumulating,2021,Irlandia,Fizyczna,nie,tak,tak,"0,50%",79,43,USD,,,,,,,,,,,,,,
2020,XDWT,FRA:XDWT,IE00BM67HT60,Rynki Rozwinięte,Akcje - technologia,DB XTRACKERS MSCI WORLD INFORMATION TECH UCITS ,Xtrackers,Accumulating,2016,Irlandia,Fizyczna,tak,tak,tak,"0,25%",4 674,139,USD,,,,,,,,,,,,,,
2022,IROB,FRA:IROB,IE00BMW3QX54,Rynki Rozwinięte,Akcje - technologia,L&G ROBO GLOBAL ROBOTICS AND AUTOMATION UCITS ETF,L&G,Accumulating,2014,Irlandia,Fizyczna,nie,nie,tak,"0,80%",612,76,USD,,,,,,,,,,,,,,
2025,SPFT,FRA:SPFT,IE00BYTRRD19,Rynki Rozwinięte,Akcje - technologia,SPDR MSCI WORLD TECHNOLOGY UCITS ,State Street,Accumulating,2016,Irlandia,Fizyczna,nie,tak,nie,"0,30%",842,139,USD,,,,,,,,,,,,,,
2020,WTCH,AMS:WTCH,IE00BYTRRD19,Rynki Rozwinięte,Akcje - technologia,SPDR MSCI WORLD TECHNOLOGY UCITS ,State Street,Accumulating,2016,Irlandia,Fizyczna,nie,tak,tak,"0,30%",842,139,USD,,,,,,,,,"189,60",EUR,"117,9","203,2","93,3%","58,0%"
2020,LYPG,FRA:LYPG,LU0533033667,Rynki Rozwinięte,Akcje - technologia,AMUNDI MSCI WORLD INFORMATION TECHNOLOGY UCITS,Amundi,Accumulating,2010,Luksemburg,Synt.,tak,tak,tak,"0,30%",2 197,,EUR,,,,,,,,,,,,,,
2025,FLPE,FRA:FLPE,IE0008ZGI5C1,Rynki Rozwinięte,Akcje - tematyczne,FLEXSHARES LISTED PRIVATE EQUITY UCITS ETF USD ACC,FlexShares,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,40%",262,,USD,,,,,,,,,,,,,,
2023,CBUW,FRA:CBUW,IE000D8FCSD8,Rynki Rozwinięte,Akcje - tematyczne,ISHARES LISTED PRIVATE EQUITY UCITS ETF USD ACCU,iShares,Accumulating,2022,Irlandia,Fizyczna,nie,tak,tak,"0,75%",94,86,USD,,,,,,,,,,,,,,
2025,GRID,FRA:GRID,IE000J80JTL1,Rynki Rozwinięte,Akcje - tematyczne,FIRST TRUST NASDAQ CLEAN EDGE SMART GRID INFRASTRUCTURE UCITS ETF ACC,First Trust,Accumulating,2022,Irlandia,Fizyczna,nie,tak,nie,"0,63%",649,95,USD,,,,,,,,,,,,,,
2025,WELJ,FRA:WELJ,IE000NM0ALX6,Rynki Rozwinięte,Akcje - tematyczne,AMUNDI S&P WORLD CONSUMER DISCRETIONARY SCREENED UCITS ETF ACC,Amundi,Accumulating,2022,Irlandia,Fizyczna,nie,tak,tak,"0,18%",250,118,EUR,,,,,,,,,,,,,,
2025,WELD,FRA:WELD,IE000PMX0MW6,Rynki Rozwinięte,Akcje - tematyczne,AMUNDI S&P WORLD UTILITIES SCREENED UCITS ETF ACC,Amundi,Accumulating,2022,Irlandia,Fizyczna,nie,nie,tak,"0,18%",280,53,EUR,,,,,,,,,,,,,,
2025,3SUE,FRA:3SUE,IE00BJ5JP329,Rynki Rozwinięte,Akcje - tematyczne,ISHARES MSCI WORLD CONSUMER STAPLES SECTOR ADVANCED UCITS ETF USD (DIST),iShares,Distributing,2019,Irlandia,Fizyczna,nie,tak,nie,"0,18%",106,93,USD,,Co 6M,,,"2,5%","2,1%","2,2%","2,6%",,,,,,
2025,LITU,LON:LITU,IE00BLCHJN13,Rynki Rozwinięte,Akcje - tematyczne,GLOBAL X LITHIUM & BATTERY TECH UCITS ETF USD ACCUMULATING,Global X,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,60%",44,36,USD,,,,,,,,,"12,18",USD,"5,33","12,2","99,8%","43,7%"
2023,LI7U,FRA:LI7U,IE00BLCHJN13,Rynki Rozwinięte,Akcje - tematyczne,GLOBAL X LITHIUM & BATTERY TECH UCITS ETF USD ACCUMULATING,Global X,Accumulating,2021,Irlandia,Fizyczna,nie,nie,tak,"0,60%",44,36,USD,,,,,,,,,,,,,,
2020,XDWS,FRA:XDWS,IE00BM67HN09,Rynki Rozwinięte,Akcje - tematyczne,DB XTRACKERS MSCI WORLD CONSUMER STAPLES UCITS,Xtrackers,Accumulating,2016,Irlandia,Fizyczna,tak,tak,tak,"0,25%",697,99,USD,,,,,,,,,,,,,,
2020,XDWC,FRA:XDWC,IE00BM67HP23,Rynki Rozwinięte,Akcje - tematyczne,DB XTRACKERS MSCI WORLD CONSUMER DISCRETIONARY UCITS,Xtrackers,Accumulating,2016,Irlandia,Fizyczna,tak,tak,nie,"0,25%",179,126,USD,,,,,,,,,,,,,,
2022,XDWU,FRA:XDWU,IE00BM67HQ30,Rynki Rozwinięte,Akcje - tematyczne,XTRACKERS MSCI WORLD UTILITIES UCITS ETF,Xtrackers,Accumulating,2016,Irlandia,Fizyczna,nie,tak,tak,"0,25%",422,72,USD,,,,,,,,,,,,,,
2022,XWTS,LON:XWTS,IE00BM67HR47,Rynki Rozwinięte,Akcje - tematyczne,XTRACKERS MSCI WORLD COMMUNICATION SERVICES UCITS ETF 1C,Xtrackers,Accumulating,2016,Irlandia,Fizyczna,nie,nie,tak,"0,25%",416,68,USD,,,,,,,,,"32,80",USD,"21,42","33,46","98,0%","64,0%"
2020,XWTS,FRA:XWTS,IE00BM67HR47,Rynki Rozwinięte,Akcje - tematyczne,XTRACKERS MSCI WORLD COMMUNICATION SERVICES UCITS ETF 1C,Xtrackers,Accumulating,2016,Irlandia,Fizyczna,tak,tak,nie,"0,25%",416,68,USD,,,,,,,,,,,,,,
2025,NCLR,LON:NCLR,IE0003BJ2JS4,Rynki Rozwinięte,Akcje - wydobycie,WISDOMTREE URANIUM AND NUCLEAR ENERGY UCITS ETF USD UNHEDGED ACC,WisdomTree,Accumulating,2025,Irlandia,Fizyczna,nie,tak,nie,"0,45%",36,35,USD,,,,,,,,,"57,07",USD,19,"63,4","90,0%","30,0%"
2025,WNUC,FRA:WNUC,IE0003BJ2JS4,Rynki Rozwinięte,Akcje - wydobycie,WISDOMTREE URANIUM AND NUCLEAR ENERGY UCITS ETF USD UNHEDGED ACC,WisdomTree,Accumulating,2025,Irlandia,Fizyczna,nie,tak,nie,"0,45%",36,35,USD,,,,,,,,,,,,,,
2025,COPX,LON:COPX,IE0003Z9E2Y3,Rynki Rozwinięte,Akcje - wydobycie,GLOBAL X COPPER MINERS UCITS ETF,Global X,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,55%",210,38,USD,,,,,,,,,"59,16",USD,23,"59,45","99,5%","38,7%"
2023,4COP,FRA:4COP,IE0003Z9E2Y3,Rynki Rozwinięte,Akcje - wydobycie,GLOBAL X COPPER MINERS UCITS ETF,Global X,Accumulating,2021,Irlandia,Fizyczna,nie,tak,tak,"0,55%",210,38,USD,,,,,,,,,,,,,,
2025,CEBT,FRA:CEBT,IE000ROSD5J6,Rynki Rozwinięte,Akcje - wydobycie,ISHARES ESSENTIAL METALS PRODUCERS UCITS ETF,iShares,Accumulating,2023,Irlandia,Fizyczna,nie,nie,tak,"0,55%",219,84,USD,,,,,,,,,,,,,,
2025,XDWM,FRA:XDWM,IE00BM67HS53,Rynki Rozwinięte,Akcje - wydobycie,XTRACKERS MSCI WORLD MATERIALS UCITS ETF 1C,Xtrackers,Accumulating,2016,Irlandia,Fizyczna,nie,tak,nie,"0,25%",264,92,USD,,,,,,,,,,,,,,
2020,WMAT,AMS:WMAT,IE00BYTRRF33,Rynki Rozwinięte,Akcje - wydobycie,SPDR MSCI WORLD MATERIALS UCITS ETF,SPDR,Accumulating,2016,Irlandia,Fizyczna,nie,tak,tak,"0,30%",81,92,USD,,,,,,,,,"63,62",EUR,"47,46","65,3","97,4%","72,7%"
2021,DIGI,FRA:DIGI,IE00BL643144,Rynki Rozwinięte,"Mix (akcje, obligacje)",GOSHAWK GLOBAL BALANCED FUND UCITS ETF ACCUMULATING,HanETF,Accumulating,2020,Irlandia,Fizyczna,tak,nie,nie,"0,69%",18,70,USD,,,,,,,,,,,,,,
2023,DTM,AMS:DTM,NL0009272764,Rynki Rozwinięte,"Mix (akcje, obligacje)",VANECK MULTI-ASSET CONSERVATIVE ALLOCATION UCITS ETF,VanEck,Distributing,2009,Holandia,Fizyczna,nie,nie,tak,"0,28%",20,277,EUR,,Co 3M,"1,5%","1,2%","1,3%","1,0%","1,4%","1,5%","63,54",EUR,58,64,"99,3%","90,6%"
2023,NTM,AMS:NTM,NL0009272772,Rynki Rozwinięte,"Mix (akcje, obligacje)",VANECK MULTI-ASSET BALANCED ALLOCATION UCITS ETF,VanEck,Distributing,2009,Holandia,Fizyczna,nie,nie,tak,"0,30%",37,254,EUR,,Co 3M,"2,1%","1,5%","2,0%","1,6%","1,7%","2,0%","73,04",EUR,"65,18","74,57","97,9%","87,4%"
2023,TOF,AMS:TOF,NL0009272780,Rynki Rozwinięte,"Mix (akcje, obligacje)",VANECK MULTI-ASSET GROWTH ALLOCATION UCITS ETF,VanEck,Distributing,2009,Holandia,Fizyczna,nie,nie,tak,"0,32%",30,240,EUR,,Co 3M,"2,4%","1,9%","2,2%","1,8%","2,0%","2,1%","85,90",EUR,"72,99","86,95","98,8%","83,9%"
2025,AW1P,FRA:AW1P,IE00B3B8Q275,Rynki Rozwinięte,Obligacje - zabezpieczone hipotekami,ISHARES EURO COVERED BOND UCITS ETF,iShares,Distributing,2008,Irlandia,Fizyczna,nie,tak,nie,"0,20%",1 845,1 129,EUR,,Co 6M,,,"0,3%","0,3%","0,9%","1,5%",,,,,,
2025,JRUE,FRA:JRUE,IE0000J0F3C5,Rynki Rozwinięte,Obligacje korporacyjne,JPMORGAN USD CORPORATE BOND RESEARCH ENHANCED INDEX (ESG) UCITS ETF EUR HEDGED,J.P. Morgan,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,04%",2,297,EUR,tak,,,,,,,,,,,,,
2025,ECMF,FRA:ECMF,IE0006LBEDV2,Rynki Rozwinięte,Obligacje korporacyjne,INVESCO EUR CORPORATE BOND ESG MULTI-FACTOR UCITS ETF DIST,Invesco,Distributing,2022,Irlandia,Fizyczna,nie,tak,nie,"0,19%",24,164,EUR,,Co 3M,,,,,"3,4%","3,4%",,,,,,
2025,JEYH,FRA:JEYH,IE000IEOQSJ3,Rynki Rozwinięte,Obligacje korporacyjne,JPMORGAN EUR HIGH YIELD BOND ACTIVE UCITS ETF EUR (ACC),J.P. Morgan,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,45%",25,211,EUR,,,,,,,,,,,,,,
2025,ECMD,FRA:ECMD,IE000MUAJIF4,Rynki Rozwinięte,Obligacje korporacyjne,INVESCO EUR CORPORATE BOND ESG SHORT DURATION MULTI-FACTOR UCITS ETF DIST,Invesco,Distributing,2022,Irlandia,Fizyczna,nie,tak,nie,"0,15%",24,193,EUR,,Co 3M,,,,,"3,5%","3,5%",,,,,,
2025,ECMS,FRA:ECMS,IE000PA766T7,Rynki Rozwinięte,Obligacje korporacyjne,INVESCO EUR CORPORATE BOND ESG SHORT DURATION MULTI-FACTOR UCITS ETF ACC,Invesco,Accumulating,2022,Irlandia,Fizyczna,nie,tak,nie,"0,15%",54,193,EUR,,,,,,,,,,,,,,
2025,IPAB,FRA:IPAB,IE000SE6KPV2,Rynki Rozwinięte,Obligacje korporacyjne,ISHARES EUR CORPORATE BOND ESG PARIS-ALIGNED CLIMATE UCITS ETF EUR (ACC),iShares,Accumulating,2022,Irlandia,Fizyczna,nie,tak,nie,"0,15%",147,187,EUR,,,,,,,,,,,,,,
2025,XYPL,FRA:XYPL,IE000UX5WPU4,Rynki Rozwinięte,Obligacje korporacyjne,XTRACKERS IBOXX EUR CORPORATE BOND YIELD PLUS UCITS ETF 1C,Xtrackers,Accumulating,2022,Irlandia,Fizyczna,nie,tak,nie,"0,25%",170,1 789,EUR,,,,,,,,,,,,,,
2025,JEBE,FRA:JEBE,IE000WAKWCV7,Rynki Rozwinięte,Obligacje korporacyjne,JPMORGAN EUR CORPORATE BOND RESEARCH ENHANCED INDEX (ESG) UCITS ETF EUR (DIST),J.P. Morgan,Distributing,2024,Irlandia,Fizyczna,nie,tak,nie,"0,04%",12,430,EUR,,Co 6M,,,,,,,,,,,,
2025,CBUJ,FRA:CBUJ,IE000ZX8CQG2,Rynki Rozwinięte,Obligacje korporacyjne,ISHARES EUR CORPORATE BOND ESG PARIS-ALIGNED CLIMATE UCITS ETF EUR (DIST),iShares,Distributing,2022,Irlandia,Fizyczna,nie,tak,nie,"0,15%",745,187,EUR,,Co 6M,,,,,"3,1%","3,5%",,,,,,
2025,EUNS,FRA:EUNS,IE00B4L5ZY03,Rynki Rozwinięte,Obligacje korporacyjne,ISHARES EUR CORPORATE BOND EX-FINANCIALS 1-5YR ESG SRI UCITS ETF EUR (DIST),iShares,Distributing,2009,Irlandia,Fizyczna,nie,tak,nie,"0,20%",1 066,820,EUR,,Co 6M,,,"0,5%","0,4%","1,2%","2,1%",,,,,,
2025,IS3M,FRA:IS3M,IE00B6X2VY59,Rynki Rozwinięte,Obligacje korporacyjne,ISHARES EUR CORPORATE BOND INTEREST RATE HEDGED ESG SRI UCITS ETF,iShares,Distributing,2012,Irlandia,Fizyczna,nie,tak,nie,"0,25%",202,1 817,EUR,,Co 6M,,,"0,7%","0,4%","2,6%","3,8%",,,,,,
2025,OM3M,FRA:OM3M,IE00B6YX5M31,Rynki Rozwinięte,Obligacje korporacyjne,SPDR BLOOMBERG EURO HIGH YIELD BOND UCITS ETF EUR UNHEDGED (DIST),SPDR,Distributing,2012,Irlandia,Fizyczna,nie,tak,nie,"0,40%",529,442,EUR,,Co 6M,,,"2,9%","3,0%","5,3%","5,9%",,,,,,
2025,IS3L,FRA:IS3L,IE00BCRY6227,Rynki Rozwinięte,Obligacje korporacyjne,ISHARES USD ULTRASHORT BOND UCITS ETF,iShares,Distributing,2013,Irlandia,Fizyczna,nie,tak,nie,"0,09%",494,765,USD,,Co 6M,,,"0,5%","1,7%","4,9%","5,8%",,,,,,
2025,SPFH,FRA:SPFH,IE00BCRY6557,Rynki Rozwinięte,Obligacje korporacyjne,ISHARES EUR ULTRASHORT BOND UCITS ETF EUR (DIST),iShares,Distributing,2013,Irlandia,Fizyczna,nie,tak,nie,"0,09%",3 437,627,EUR,,Co 6M,,,,,"2,2%","3,8%",,,,,,
2025,JGST,LON:JGST,IE00BD9MMG79,Rynki Rozwinięte,Obligacje korporacyjne,JPMORGAN GBP ULTRA-SHORT INCOME UCITS ETF GBP (DIST),J.P. Morgan,Distributing,2018,Irlandia,Fizyczna,nie,tak,nie,"0,18%",199,123,GBP,,Co 1M,,,"0,4%","1,0%","4,0%","5,1%","101,60",GBP,"100,56","101,98","99,6%","98,6%"
2025,VDUC,LON:VDUC,IE00BDD48R20,Rynki Rozwinięte,Obligacje korporacyjne,VANGUARD USD CORPORATE 1-3 YEAR BOND UCITS ETF USD DIST,Vanguard,Distributing,2018,Irlandia,Fizyczna,nie,nie,tak,"0,09%",327,1 813,USD,,Co 1M,,,"1,1%","2,0%","4,1%","5,1%","49,66",USD,"47,57","50,67","98,0%","93,9%"
2025,IEAA,LON:IEAA,IE00BF11F565,Rynki Rozwinięte,Obligacje korporacyjne,ISHARES CORE EUR CORPORATE BOND UCITS ETF (ACC),iShares,Accumulating,2017,Irlandia,Fizyczna,nie,tak,nie,"0,09%",3 069,3 935,EUR,,,,,,,,,"5,35",EUR,"5,12","5,39","99,3%","95,0%"
2025,IBC2,FRA:IBC2,IE00BF3N7102,Rynki Rozwinięte,Obligacje korporacyjne,ISHARES USD HIGH YIELD CORPORATE BOND UCITS ETF EUR HEDGED (DIST),iShares,Distributing,2018,Irlandia,Fizyczna,nie,tak,nie,"0,55%",501,1 274,EUR,tak,Co 6M,,,"4,3%","4,3%","5,7%","6,3%",,,,,,
2025,HYGU,LON:HYGU,IE00BF3NC260,Rynki Rozwinięte,Obligacje korporacyjne,ISHARES EURO TOTAL MARKET VALUE LARGE UCITS ETF,iShares,Accumulating,2017,Irlandia,Fizyczna,nie,tak,nie,"0,55%",613,647,USD,tak,,,,,,,,"7,25",USD,"6,59","7,29","99,5%","90,4%"
2025,PSFE,FRA:PSFE,IE00BF51K249,Rynki Rozwinięte,Obligacje korporacyjne,INVESCO EURO CORPORATE BOND UCITS ETF DIST,Invesco,Distributing,2017,Irlandia,Fizyczna,nie,tak,nie,"0,10%",263,2 003,EUR,,Co 3M,,,"0,5%","0,9%","3,1%","3,5%",,,,,,
2024,JER5,FRA:JER5,IE00BF59RW70,Rynki Rozwinięte,Obligacje korporacyjne,JPM ECR CRP BD 1-5YR RESEARCH ENHANCED INDEX ESG ,J.P. Morgan,Accumulating,2018,Irlandia,Fizyczna,nie,tak,nie,"0,04%",121,182,EUR,,,,,,,,,,,,,,
2025,STHE,LON:STHE,IE00BF8HV600,Rynki Rozwinięte,Obligacje korporacyjne,PIMCO US SHORT-TERM HIGH YIELD CORPORATE BOND UCITS ETF EUR HEDGED DIST,PIMCO,Distributing,2013,Irlandia,Fizyczna,nie,tak,nie,"0,60%",618,739,EUR,tak,Co 1M,,,"4,6%","4,4%","6,4%","7,6%","73,86",EUR,"69,64","76,12","97,0%","91,5%"
2025,AT1P,LON:AT1P,IE00BFZPF322,Rynki Rozwinięte,Obligacje korporacyjne,INVESCO AT1 CAPITAL BOND ETF,Invesco,Accumulating,2018,Irlandia,Fizyczna,nie,tak,nie,"0,39%",453,86,USD,,,,,,,,,"2 206,00",GBX,"2006,5","2244,75","98,3%","89,4%"
